,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
5020,2012-07-27,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,25.0,120.0,0.0,Approach,No Cloud,None,1,1,Medium,N
5021,2012-07-27,KBUR,BOB HOPE ARPT,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,2 to 10,Small,
5022,2012-07-27,KSAN,SAN DIEGO INTL,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5023,2012-07-27,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Swallows,,,,,,,,0.0,,,,,1,Small,
5024,2012-07-26,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5025,2012-07-26,KSMF,SACRAMENTO INTL,A-318,Turbofan,Brown-headed cowbird,None,2.0,Night,,,,,,Approach,No Cloud,None,,1,Small,Y
5026,2012-07-26,KSAN,SAN DIEGO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,150.0,,Approach,No Cloud,None,,1,Small,N
5027,2012-07-25,KSFO,SAN FRANCISCO INTL ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Dawn,,,62.0,165.0,,Climb,Overcast,None,1,1,Small,N
5028,2012-07-25,KAPC,NAPA COUNTY ARPT,CL-601/604,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,N
5029,2012-07-25,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5030,2012-07-25,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5031,2012-07-25,KLAX,LOS ANGELES INTL,A-320,Turbofan,Mourning dove,Minor,2.0,Day,,,,,,Approach,No Cloud,None,,1,Small,
5032,2012-07-25,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Anna's hummingbird,None,2.0,Day,,,500.0,140.0,,Approach,No Cloud,None,,1,Small,
5033,2012-07-24,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Take-off run,,,,1,Small,
5034,2012-07-24,KSFO,SAN FRANCISCO INTL ARPT,MD-83,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Landing Roll,,,,1,Small,
5035,2012-07-24,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,700.0,150.0,1.0,Climb,No Cloud,None,,1,Small,
5036,2012-07-24,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,190.0,,Climb,No Cloud,,2 to 10,2 to 10,Small,N
5037,2012-07-23,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird,,2.0,Night,,,0.0,,0.0,Take-off run,,,,2 to 10,,
5038,2012-07-23,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5039,2012-07-23,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Barn swallow,None,2.0,Day,,,0.0,150.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5040,2012-07-23,KPOC,BRACKETT FIELD ARPT,ECLIPSE 500,Turbofan,Great blue heron,None,2.0,Day,,,0.0,90.0,0.0,Landing Roll,No Cloud,None,1,1,Large,Y
5041,2012-07-22,1O6,DUNSMUIR MUNICIPAL-MOTT ARPT,C-172,Reciprocating,Common raven,Substantial,1.0,Day,,,80.0,65.0,,Climb,No Cloud,None,2 to 10,1,Medium,
5042,2012-07-21,KSFO,SAN FRANCISCO INTL ARPT,B-777-200,Turbofan,Gulls,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Medium,N
5043,2012-07-21,KCNO,CHINO AIRPORT,C-170,Reciprocating,Red-tailed hawk,None,1.0,Day,,,100.0,80.0,0.0,Climb,No Cloud,None,,1,Medium,Y
5044,2012-07-21,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
5045,2012-07-20,KSMF,SACRAMENTO INTL,MD-11,Turbofan,Barn owl,None,3.0,Night,,,40.0,151.0,0.0,Approach,No Cloud,None,1,1,Small,Y
5046,2012-07-20,KEMT,EL MONTE ARPT,C-500,Turbofan,Rock pigeon,Substantial,2.0,Day,,,0.0,86.0,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,N
5047,2012-07-20,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,120.0,0.0,Approach,No Cloud,None,2 to 10,1,Small,Y
5048,2012-07-20,KLAX,LOS ANGELES INTL,A-320,Turbofan,Blackbirds,None,2.0,Night,,,3000.0,,,Approach,No Cloud,None,1,1,Small,
5049,2012-07-20,KMRY,MONTEREY PENINSULA,EMB-120,Turboprop,Unknown bird - small,None,2.0,Day,,,,,0.0,Approach,,,,1,Small,
5050,2012-07-19,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Swallows,None,2.0,Day,,,0.0,100.0,0.0,Take-off run,Overcast,None,11 to 100,1,Small,N
5051,2012-07-19,KSAN,SAN DIEGO INTL,UNKNOWN,,Western sandpiper,,,,,,,,0.0,,,,,1,Small,
5052,2012-07-19,KSAN,SAN DIEGO INTL,UNKNOWN,,Least tern,,,,,,,,0.0,,,,,1,Small,
5053,2012-07-18,KLAX,LOS ANGELES INTL,EMB-135,Turbofan,Unknown bird,None,2.0,Day,,,,,,Approach,Some Cloud,None,1,1,,
5054,2012-07-18,KSFO,SAN FRANCISCO INTL ARPT,CRJ100/200,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Take-off run,Some Cloud,None,1,1,Small,
5055,2012-07-18,KSMF,SACRAMENTO INTL,A-320,Turbofan,Perching birds (y),None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,Y
5056,2012-07-18,KSAN,SAN DIEGO INTL,B-737-700,Turbofan,American kestrel,None,2.0,Night,,,,,,Approach,,None,,1,Small,
5057,2012-07-18,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,2000.0,160.0,,Approach,No Cloud,None,1,1,Small,N
5058,2012-07-18,KRDD,REDDING MUNICIPAL,C-208,Turboprop,Unknown bird - small,None,1.0,Dawn,,,0.0,100.0,0.0,Landing Roll,Some Cloud,None,,1,Small,N
5059,2012-07-17,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-300,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,
5060,2012-07-17,KONT,ONTARIO INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
5061,2012-07-16,KSAN,SAN DIEGO INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
5062,2012-07-16,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,House finch,None,2.0,Day,,,,,1.0,Approach,No Cloud,None,11 to 100,2 to 10,Small,
5063,2012-07-16,KSBA,SANTA BARBARA MUNICIPAL,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,Small,
5064,2012-07-15,KSAN,SAN DIEGO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,130.0,0.0,Approach,No Cloud,None,,1,Small,N
5065,2012-07-15,KVNY,VAN NUYS ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5066,2012-07-14,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CRJ700,Turbofan,American kestrel,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,1,Small,
5067,2012-07-13,KOAK,METRO OAKLAND INTL,A-319,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,Rain,1,1,Small,
5068,2012-07-12,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5069,2012-07-12,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5070,2012-07-12,KONT,ONTARIO INTL ARPT,B-767-300,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,Y
5071,2012-07-12,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Dark-eyed junco,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,2 to 10,Small,
5072,2012-07-11,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-800,Turbofan,Sparrows,None,2.0,Day,,,0.0,140.0,0.0,Take-off run,Some Cloud,None,2 to 10,1,Small,N
5073,2012-07-11,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5074,2012-07-11,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
5075,2012-07-10,KSMF,SACRAMENTO INTL,A-320,Turbofan,Brazilian free-tailed bat,None,2.0,Night,,,150.0,140.0,,Approach,No Cloud,None,1,1,Small,Y
5076,2012-07-09,KSMF,SACRAMENTO INTL,LOCKHEED C-130,Turboprop,Unknown bird,None,4.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5077,2012-07-08,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Night,,,200.0,135.0,,Approach,No Cloud,None,2 to 10,1,Small,N
5078,2012-07-08,KVNY,VAN NUYS ARPT,UNKNOWN,,Striped skunk,,,,,,,,0.0,,,,,1,Large,
5079,2012-07-08,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Free-tailed bats,None,2.0,Night,,,3000.0,120.0,,Approach,No Cloud,None,,1,Small,
5080,2012-07-07,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,110.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,
5081,2012-07-07,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-319,Turbofan,Unknown bird,None,2.0,Day,,,100.0,,,Approach,No Cloud,None,,1,,Y
5082,2012-07-07,KLAX,LOS ANGELES INTL,A-319,Turbofan,American kestrel,None,2.0,Day,,,0.0,150.0,0.0,Landing Roll,No Cloud,None,,1,Small,
5083,2012-07-07,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5084,2012-07-07,KSMF,SACRAMENTO INTL,UNKNOWN,,Striped skunk,,,,,,,,0.0,,,,,1,Large,
5085,2012-07-07,KVNY,VAN NUYS ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5086,2012-07-06,KLAX,LOS ANGELES INTL,UNKNOWN,,White-throated swift,,,,,,,,0.0,,,,,1,Small,
5087,2012-07-06,KCNO,CHINO AIRPORT,C-152,Reciprocating,Unknown bird - small,None,1.0,Day,,,0.0,20.0,0.0,Taxi,No Cloud,None,,1,Small,Y
5088,2012-07-06,KPAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,C-152,Reciprocating,Gulls,Minor,1.0,Day,,,350.0,,,Approach,,,,1,Medium,
5089,2012-07-06,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird - medium,None,2.0,Day,,,,,,Approach,No Cloud,None,1,1,Medium,Y
5090,2012-07-06,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,1,1,Small,N
5091,2012-07-06,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-300,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5092,2012-07-05,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,DHC8 DASH 8,Turboprop,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,Small,
5093,2012-07-05,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,70.0,0.0,Take-off run,No Cloud,None,11 to 100,1,Small,Y
5094,2012-07-05,KOAK,METRO OAKLAND INTL,B-737-500,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,155.0,0.0,Take-off run,Some Cloud,None,2 to 10,1,Small,Y
5095,2012-07-05,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Black-headed grosbeak,None,2.0,Night,,,4000.0,,8.0,Approach,No Cloud,None,,1,Small,
5096,2012-07-05,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,,,,Approach,No Cloud,None,1,1,Small,Y
5097,2012-07-05,KCCR,BUCHANAN FIELD ARPT,CL-600,Turbofan,Unknown bird,None,2.0,Day,,,200.0,250.0,,Approach,No Cloud,None,,1,,N
5098,2012-07-05,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Cliff swallow,None,2.0,Day,,,,,,Approach,Overcast,None,,1,Small,N
5099,2012-07-05,KLAX,LOS ANGELES INTL,A-321,Turbofan,Barn owl,None,2.0,Night,,,0.0,170.0,0.0,Take-off run,Overcast,None,1,1,Small,N
5100,2012-07-04,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,American crow,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Some Cloud,None,2 to 10,1,Medium,
5101,2012-07-04,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,House finch,None,2.0,Day,,,50.0,125.0,0.0,Approach,Overcast,None,11 to 100,1,Small,N
5102,2012-07-04,KBUR,BOB HOPE ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
5103,2012-07-04,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5104,2012-07-03,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5105,2012-07-03,KLGB,LONG BEACH-DAUGH FLD,CHALLENGER 300,Turbofan,American kestrel,None,2.0,Day,,,25.0,100.0,0.0,Approach,No Cloud,None,,1,Small,
5106,2012-07-03,KOAK,METRO OAKLAND INTL,DHC8 DASH 8,Turboprop,Unknown bird - small,None,2.0,Day,,,0.0,80.0,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,Y
5107,2012-07-02,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5108,2012-07-02,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5109,2012-07-02,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5110,2012-07-02,KSAN,SAN DIEGO INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
5111,2012-07-01,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,"Sandpipers, curlews, phalaropes, allies",None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Overcast,None,1,1,Small,Y
5112,2012-07-01,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Barn swallow,None,2.0,Day,,,0.0,100.0,0.0,Take-off run,,None,1,1,Small,N
5113,2012-07-01,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Brazilian free-tailed bat,None,2.0,Day,,,3000.0,170.0,,Approach,No Cloud,None,,1,Small,
5114,2012-06-30,KLAX,LOS ANGELES INTL,B-777-300,Turbofan,American kestrel,None,2.0,Day,,,,,,Approach,No Cloud,None,,1,Small,N
5115,2012-06-30,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5116,2012-06-30,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5117,2012-06-29,KCMA,CAMARILLO,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,1,Small,
5118,2012-06-29,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5119,2012-06-29,KSFO,SAN FRANCISCO INTL ARPT,B-747-400,Turbofan,Barn owl,,4.0,Night,,,0.0,,0.0,Take-off run,,,,1,Small,
5120,2012-06-28,KLAX,LOS ANGELES INTL,A-319,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,
5121,2012-06-28,KLAX,LOS ANGELES INTL,A-320,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Small,
5122,2012-06-28,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,American kestrel,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5123,2012-06-28,KSFO,SAN FRANCISCO INTL ARPT,CHALLENGER 300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,1,1,Small,Y
5124,2012-06-28,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,3000.0,150.0,8.0,Approach,No Cloud,None,1,1,Small,N
5125,2012-06-27,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,110.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5126,2012-06-27,KONT,ONTARIO INTL ARPT,MD-11,Turbofan,Unknown bird - large,None,3.0,Night,,,300.0,155.0,,Approach,,,1,1,Large,N
5127,2012-06-26,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,2 to 10,Small,
5128,2012-06-26,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5129,2012-06-26,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,110.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,N
5130,2012-06-26,KFAT,FRESNO YOSEMITE INTL,CRJ100/200,Turbofan,Unknown bird,None,2.0,Day,,,50.0,170.0,0.0,Climb,No Cloud,None,2 to 10,1,,N
5131,2012-06-26,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-700,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5132,2012-06-26,KPOC,BRACKETT FIELD ARPT,CITATIONJET,Turbofan,Red-tailed hawk,None,2.0,Day,,,,,,Climb,,,,1,Medium,Y
5133,2012-06-26,KPOC,BRACKETT FIELD ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
5134,2012-06-25,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird,,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5135,2012-06-25,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,2 to 10,2 to 10,Small,Y
5136,2012-06-25,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5137,2012-06-25,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5138,2012-06-25,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,DHC8 DASH 8,Turboprop,Unknown bird,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,,
5139,2012-06-25,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Barn owl,Substantial,2.0,Day,,,0.0,140.0,0.0,Take-off run,,,,1,Small,
5140,2012-06-24,KLGB,LONG BEACH-DAUGH FLD,CRJ700,Turbofan,American kestrel,None,2.0,Day,,,0.0,110.0,0.0,Landing Roll,No Cloud,None,,2 to 10,Small,
5141,2012-06-24,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-319,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,1,,
5142,2012-06-23,KSFO,SAN FRANCISCO INTL ARPT,CHALLENGER 300,Turbofan,Western gull,None,2.0,Day,,,,,0.0,Approach,,,1,1,Medium,
5143,2012-06-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5144,2012-06-22,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5145,2012-06-22,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Unknown bird - small,None,3.0,Night,,,300.0,145.0,,Approach,,,1,1,Small,
5146,2012-06-21,KMHR,SACRAMENTO MATHER ARPT,B-767-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,140.0,0.0,Take-off run,,,2 to 10,1,Small,N
5147,2012-06-20,KPOC,BRACKETT FIELD ARPT,AEROS 350,Turboshaft (helicopter),Sparrows,None,1.0,Day,,,1600.0,95.0,,Climb,No Cloud,None,1,1,Small,Y
5148,2012-06-20,KONT,ONTARIO INTL ARPT,UNKNOWN,,House sparrow,,,,,,,,0.0,,,,,1,Small,
5149,2012-06-20,KFAT,FRESNO YOSEMITE INTL,F-16,,Cliff swallow,None,,,,,150.0,,1.0,Landing,,,,,Small,
5150,2012-06-19,KSMF,SACRAMENTO INTL,CRJ100/200,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,Y
5151,2012-06-19,KMHR,SACRAMENTO MATHER ARPT,B-767-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,100.0,0.0,Take-off run,,,2 to 10,1,Medium,Y
5152,2012-06-19,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Dawn,,,100.0,150.0,,Climb,No Cloud,None,11 to 100,1,Small,
5153,2012-06-19,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-319,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5154,2012-06-18,KSMF,SACRAMENTO INTL,DHC8 DASH 8,Turboprop,Unknown bird,None,2.0,Day,,,,,,Climb,,,,1,,
5155,2012-06-18,KSMF,SACRAMENTO INTL,CRJ100/200,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Take-off run,,,1,1,Small,
5156,2012-06-18,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,1,Medium,Y
5157,2012-06-18,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Striped skunk,,,,,,,,0.0,,,,,2 to 10,Large,
5158,2012-06-18,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Barn owl,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,
5159,2012-06-18,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Barn owl,None,2.0,Night,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5160,2012-06-17,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Gulls,None,2.0,Day,,,10.0,135.0,0.0,Approach,No Cloud,None,2 to 10,1,Medium,N
5161,2012-06-17,KSAN,SAN DIEGO INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
5162,2012-06-16,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5163,2012-06-16,KLAX,LOS ANGELES INTL,B-737-900,Turbofan,Rock pigeon,None,2.0,Day,,,,,0.0,Climb,Overcast,None,1,1,Small,Y
5164,2012-06-16,KSBA,SANTA BARBARA MUNICIPAL,EMB-135,Turbofan,Unknown bird,None,2.0,Night,,,,,,Approach,,,,1,,
5165,2012-06-15,KLGB,LONG BEACH-DAUGH FLD,BE-400 BJET,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,1,,
5166,2012-06-15,KLAX,LOS ANGELES INTL,A-380,Turbofan,Brown pelican,None,4.0,Day,,,0.0,5.0,0.0,Taxi,Some Cloud,None,1,1,Large,N
5167,2012-06-15,KLGB,LONG BEACH-DAUGH FLD,HAWKER 800,Turbofan,Red-tailed hawk,Substantial,2.0,Day,,,0.0,110.0,0.0,Take-off run,No Cloud,None,1,1,Medium,
5168,2012-06-15,KONT,ONTARIO INTL ARPT,MD-11,Turbofan,Barn owl,None,3.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,
5169,2012-06-14,KONT,ONTARIO INTL ARPT,B-737-500,Turbofan,Horned lark,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,Y
5170,2012-06-14,KONT,ONTARIO INTL ARPT,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
5171,2012-06-14,KVNY,VAN NUYS ARPT,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5172,2012-06-14,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,Mourning dove,None,2.0,Day,,,,,,Approach,Some Cloud,None,,1,Small,
5173,2012-06-14,KONT,ONTARIO INTL ARPT,A-319,Turbofan,Cliff swallow,,2.0,Day,,,0.0,,0.0,Take-off run,Overcast,None,11 to 100,1,Small,Y
5174,2012-06-14,KVNY,VAN NUYS ARPT,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,2 to 10,Small,
5175,2012-06-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
5176,2012-06-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Hawks,None,2.0,Day,,,3.0,130.0,0.0,Approach,No Cloud,None,1,1,Medium,N
5177,2012-06-13,KLGB,LONG BEACH-DAUGH FLD,A-319,Turbofan,American robin,None,2.0,Day,,,500.0,135.0,,Approach,Some Cloud,None,1,1,Small,N
5178,2012-06-13,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,1,1,Small,Y
5179,2012-06-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,110.0,0.0,Climb,No Cloud,None,1,1,Small,
5180,2012-06-12,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-319,Turbofan,Sparrows,None,2.0,Day,,,50.0,100.0,0.0,Approach,Some Cloud,None,,1,Small,N
5181,2012-06-12,KONT,ONTARIO INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
