,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
5842,2011-08-19,KPSP,PALM SPRINGS INTL,DHC8 DASH 8,Turboprop,Coyote,None,2.0,Day,,,0.0,,0.0,Take-off run,,,1,,Large,
5843,2011-08-19,KMRY,MONTEREY PENINSULA,A-319,Turbofan,Sparrows,None,2.0,Day,,,0.0,,0.0,Landing Roll,Overcast,Rain,11 to 100,2 to 10,Small,N
5844,2011-08-19,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5845,2011-08-18,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Barn swallow,None,2.0,Day,,,30.0,,0.0,Approach,No Cloud,None,1,1,Small,Y
5846,2011-08-18,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,3000.0,240.0,4.0,Climb,No Cloud,None,,1,Small,N
5847,2011-08-17,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,130.0,,Approach,No Cloud,None,,1,Small,
5848,2011-08-17,KFAT,FRESNO YOSEMITE INTL,EMB-135,Turbofan,Unknown bird - large,None,2.0,Night,,,1000.0,132.0,1.0,Approach,No Cloud,None,,1,Large,N
5849,2011-08-16,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Rock pigeon,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small,Y
5850,2011-08-16,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,110.0,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Small,Y
5851,2011-08-16,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,170.0,,Climb,No Cloud,None,2 to 10,1,Small,N
5852,2011-08-16,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Rock pigeon,None,2.0,Day,,,0.0,130.0,0.0,Landing Roll,No Cloud,None,11 to 100,11 to 100,Small,
5853,2011-08-15,KLAX,LOS ANGELES INTL,A-319,Turbofan,Barn owl,None,2.0,Night,,,0.0,50.0,0.0,Landing Roll,Overcast,Fog,1,1,Small,N
5854,2011-08-15,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Brazilian free-tailed bat,None,2.0,Night,,,2000.0,,,Approach,No Cloud,None,,1,Small,Y
5855,2011-08-15,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,C-172,Reciprocating,Bushtit,None,1.0,Night,,,0.0,,0.0,Take-off run,No Cloud,None,,1,Small,N
5856,2011-08-14,KSFO,SAN FRANCISCO INTL ARPT,A-321,Turbofan,Canada goose,Substantial,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,,2 to 10,Large,
5857,2011-08-13,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,American kestrel,None,2.0,Day,,,30.0,160.0,0.0,Climb,No Cloud,None,2 to 10,1,Small,N
5858,2011-08-13,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Red-tailed hawk,None,2.0,Day,,,0.0,85.0,0.0,Take-off run,Some Cloud,,1,1,Medium,N
5859,2011-08-12,KBUR,BOB HOPE ARPT,UNKNOWN,,California gull,,,,,,,,0.0,,,,,1,Medium,
5860,2011-08-12,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Hawks,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Some Cloud,None,1,1,Medium,Y
5861,2011-08-11,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Great horned owl,Minor,2.0,Night,,,50.0,150.0,0.0,Climb,No Cloud,None,1,1,Large,Y
5862,2011-08-10,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Rock pigeon,None,2.0,Day,,,0.0,90.0,0.0,Take-off run,Overcast,None,11 to 100,1,Small,
5863,2011-08-10,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5864,2011-08-09,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5865,2011-08-09,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Perching birds (y),None,2.0,Night,,,,,,Approach,No Cloud,None,,1,Small,Y
5866,2011-08-08,KBUR,BOB HOPE ARPT,CRJ100/200,Turbofan,Rock pigeon,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Small,Y
5867,2011-08-06,KSAN,SAN DIEGO INTL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
5868,2011-08-05,KEMT,EL MONTE ARPT,C-182 SKYLAN,Reciprocating,Rock pigeon,None,1.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,2 to 10,Small,Y
5869,2011-08-05,KOAK,METRO OAKLAND INTL,UNKNOWN,,Black-tailed jackrabbit,,,,,,,,0.0,,,,,1,Large,
5870,2011-08-05,KHWD,HAYWARD EXECUTIVE ARPT,C-172,Reciprocating,Canada goose,Minor,1.0,Dusk,,,0.0,70.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Large,N
5871,2011-08-05,KSMF,SACRAMENTO INTL,A-319,Turbofan,Unknown bird,None,2.0,Day,,,300.0,,,Approach,,,,1,,
5872,2011-08-04,KSBA,SANTA BARBARA MUNICIPAL,HOMEBUILT,,Rock pigeon,,,Day,,,,,,Climb,No Cloud,None,2 to 10,1,Small,N
5873,2011-08-04,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5874,2011-08-04,KSMF,SACRAMENTO INTL,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,20.0,145.0,0.0,Climb,No Cloud,None,,1,Small,N
5875,2011-08-02,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-135,Turbofan,Gulls,None,2.0,Day,,,500.0,140.0,,Approach,,None,1,1,Medium,Y
5876,2011-08-02,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird,None,2.0,Night,,,1000.0,150.0,3.0,Approach,No Cloud,None,,1,,N
5877,2011-08-02,KLAX,LOS ANGELES INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,
5878,2011-08-02,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5879,2011-08-02,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5880,2011-08-01,KONT,ONTARIO INTL ARPT,PA-32,Reciprocating,Horned lark,None,1.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,
5881,2011-08-01,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5882,2011-08-01,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5883,2011-07-31,KHWD,HAYWARD EXECUTIVE ARPT,C-560,Turbofan,Canada goose,None,2.0,Dusk,,,0.0,80.0,0.0,Landing Roll,No Cloud,None,2 to 10,1,Large,
5884,2011-07-31,KSBA,SANTA BARBARA MUNICIPAL,EMB-120,Turboprop,Sparrows,None,2.0,Day,,,200.0,,,Approach,,,1,1,Small,
5885,2011-07-30,KSCK,STOCKTON METRO,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5886,2011-07-30,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Rock pigeon,Substantial,2.0,Day,,,10.0,130.0,0.0,Climb,,None,Over 100,11 to 100,Small,N
5887,2011-07-29,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Rock pigeon,None,2.0,Day,,,30.0,135.0,0.0,Approach,,None,2 to 10,2 to 10,Small,N
5888,2011-07-29,KSFO,SAN FRANCISCO INTL ARPT,CRJ700,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,110.0,0.0,Landing Roll,Overcast,None,1,1,Small,N
5889,2011-07-29,KNUQ,MOFFETT FEDERAL AIRFIELD,UNKNOWN,,White-throated swift,None,,,,,0.0,,,,,,,,Small,
5890,2011-07-28,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,0.0,110.0,0.0,Take-off run,No Cloud,None,1,1,Small,N
5891,2011-07-28,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,300.0,130.0,,Approach,No Cloud,None,1,1,Small,N
5892,2011-07-28,KBUR,BOB HOPE ARPT,A-320,Turbofan,House sparrow,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,
5893,2011-07-27,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,10.0,130.0,0.0,Approach,No Cloud,None,,1,Small,N
5894,2011-07-27,KSFO,SAN FRANCISCO INTL ARPT,B-737-400,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,144.0,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,N
5895,2011-07-27,KSFO,SAN FRANCISCO INTL ARPT,B-757-300,Turbofan,Unknown bird,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,2 to 10,,N
5896,2011-07-27,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5897,2011-07-27,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5898,2011-07-27,KOAK,METRO OAKLAND INTL,DC-10-10,Turbofan,Unknown bird - small,None,3.0,Day,,,1200.0,,,Approach,No Cloud,None,2 to 10,1,Small,
5899,2011-07-27,KRIV,MARCH ARB ARPT,C-135,,Swallows,None,,,,,0.0,,0.0,Take-off run,,,,,Small,
5900,2011-07-26,KNUQ,MOFFETT FEDERAL AIRFIELD,UNKNOWN,,White-throated swift,,,,,,,,0.0,,,,,1,Small,
5901,2011-07-26,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,PIAGGIO P180,Turboprop,American kestrel,,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Small,Y
5902,2011-07-25,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-319,Turbofan,Unknown bird,None,2.0,Day,,,20.0,,0.0,Approach,No Cloud,None,1,1,,N
5903,2011-07-25,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5904,2011-07-24,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Brazilian free-tailed bat,None,2.0,Night,,,200.0,140.0,,Approach,No Cloud,None,,1,Small,Y
5905,2011-07-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,0.0,120.0,0.0,Landing Roll,No Cloud,,,1,Medium,N
5906,2011-07-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-500,Turbofan,Unknown bird - large,None,2.0,Night,,,50.0,,0.0,Approach,No Cloud,None,,1,Large,Y
5907,2011-07-24,KSAN,SAN DIEGO INTL,B-737-700,Turbofan,Unknown bird,None,2.0,Night,,,1000.0,135.0,3.0,Approach,No Cloud,None,,1,,N
5908,2011-07-24,KRHV,REID-HILLVIEW ARPT OF SANTA CLARA CNTY,BELLANCA CIT,Reciprocating,Peregrine falcon,None,1.0,Day,,,0.0,,0.0,Take-off run,Overcast,None,1,1,Medium,N
5909,2011-07-23,KOAK,METRO OAKLAND INTL,UNKNOWN,,Black-tailed jackrabbit,,,,,,,,0.0,,,,,1,Large,
5910,2011-07-22,KUKI,UKIAH MUNICIPAL ARPT,GRUMMAN S-2 TRACKER,,Unknown bird - small,None,,Day,,,0.0,95.0,0.0,Take-off run,No Cloud,None,1,1,Small,N
5911,2011-07-22,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,2 to 10,,
5912,2011-07-20,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,1,,
5913,2011-07-20,KHHR,JACK NORTHROP FIELD/HAWTHORNE MUNI ARPT,C-310,Reciprocating,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5914,2011-07-20,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Cliff swallow,None,2.0,,,,50.0,135.0,0.0,Approach,No Cloud,None,1,1,Small,Y
5915,2011-07-19,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Barn swallow,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small,Y
5916,2011-07-19,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Dusk,,,0.0,100.0,0.0,Take-off run,No Cloud,None,1,1,Small,N
5917,2011-07-19,KMHR,SACRAMENTO MATHER ARPT,B-767-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,130.0,0.0,Take-off run,,,1,1,Small,N
5918,2011-07-18,L26,HESPERIA ARPT,DIAMOND 40,Turboprop,Domestic dog,None,1.0,Night,,,0.0,,0.0,Take-off run,,,1,1,Large,
5919,2011-07-18,KBUR,BOB HOPE ARPT,CRJ100/200,Turbofan,American kestrel,,2.0,Day,,,50.0,90.0,0.0,Climb,No Cloud,None,1,1,Small,N
5920,2011-07-18,KONT,ONTARIO INTL ARPT,MD-11,Turbofan,Hawks,None,3.0,Day,,,0.0,155.0,0.0,Landing Roll,,,1,1,Medium,N
5921,2011-07-17,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5922,2011-07-16,KLVK,LIVERMORE MUNICIPAL ARPT,CIRRUS SR 20/22,Reciprocating,Unknown bird,,1.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5923,2011-07-16,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,15.0,140.0,0.0,Approach,Some Cloud,None,2 to 10,2 to 10,Small,Y
5924,2011-07-16,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5925,2011-07-16,KLAX,LOS ANGELES INTL,DHC8 DASH 8,Turboprop,American kestrel,None,2.0,Day,,,0.0,120.0,0.0,Landing Roll,No Cloud,None,1,1,Small,N
5926,2011-07-15,KVNY,VAN NUYS ARPT,UNKNOWN,,Barn swallow,,,,,,,,0.0,,,,,1,Small,
5927,2011-07-15,KCCR,BUCHANAN FIELD ARPT,BE-36,Reciprocating,American kestrel,None,1.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,N
5928,2011-07-15,KLAX,LOS ANGELES INTL,BE-1900,Turboprop,Unknown bird,None,2.0,Day,,,100.0,90.0,,Approach,No Cloud,None,,1,,Y
5929,2011-07-14,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Brown pelican,Substantial,2.0,Night,,,100.0,,0.0,Climb,Overcast,None,1,1,Large,
5930,2011-07-14,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Brown pelican,None,3.0,Night,,,0.0,151.0,0.0,Landing Roll,Overcast,None,1,1,Large,
5931,2011-07-14,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-757-200,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,,,1,1,Small,N
5932,2011-07-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
5933,2011-07-13,KOAK,METRO OAKLAND INTL,DHC8 DASH 8,Turboprop,Unknown bird - small,None,2.0,Day,,,10.0,110.0,0.0,Approach,Overcast,None,1,1,Small,Y
5934,2011-07-13,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,10.0,130.0,0.0,Climb,No Cloud,None,2 to 10,1,Small,N
5935,2011-07-13,KNUQ,MOFFETT FEDERAL AIRFIELD,C-130,Turboprop,Cliff swallow,None,4.0,,,,50.0,,,Approach,,,,,Small,
5936,2011-07-12,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Gulls,None,2.0,Day,,,500.0,140.0,1.0,Approach,No Cloud,None,1,1,Medium,N
5937,2011-07-12,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5938,2011-07-11,KBUR,BOB HOPE ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5939,2011-07-11,KBUR,BOB HOPE ARPT,A-320,Turbofan,Mourning dove,None,2.0,Dusk,,,,,,Approach,No Cloud,None,1,1,Small,N
5940,2011-07-10,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5941,2011-07-10,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,
5942,2011-07-09,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,American kestrel,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,,None,1,1,Small,N
5943,2011-07-09,KFAT,FRESNO YOSEMITE INTL,EMB-135,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,1,,
5944,2011-07-08,KLAX,LOS ANGELES INTL,EMB-120,Turboprop,American kestrel,None,2.0,Day,,,20.0,120.0,0.0,Approach,Some Cloud,None,2 to 10,1,Small,N
5945,2011-07-07,KLAX,LOS ANGELES INTL,B-757-200,Turbofan,American kestrel,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,
5946,2011-07-06,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,2 to 10,Small,
5947,2011-07-06,KVNY,VAN NUYS ARPT,UNKNOWN,,Striped skunk,,,,,,,,0.0,,,,,1,Large,
5948,2011-07-06,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5949,2011-07-06,KLAX,LOS ANGELES INTL,EMB-190,Turbofan,American kestrel,None,2.0,Day,,,0.0,60.0,0.0,Landing Roll,Some Cloud,None,1,1,Small,N
5950,2011-07-05,KVNY,VAN NUYS ARPT,UNKNOWN,,Striped skunk,,,,,,,,0.0,,,,,1,Large,
5951,2011-07-05,KMHR,SACRAMENTO MATHER ARPT,B-757-200,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,135.0,,Climb,,,2 to 10,1,Small,N
5952,2011-07-02,KVNY,VAN NUYS ARPT,C-172,Reciprocating,Mourning dove,None,1.0,Day,,,50.0,85.0,0.0,Climb,No Cloud,None,1,1,Small,Y
5953,2011-07-02,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Day,,,9.0,140.0,0.0,Climb,No Cloud,None,2 to 10,2 to 10,Medium,Y
5954,2011-07-01,KBUR,BOB HOPE ARPT,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
5955,2011-06-30,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5956,2011-06-29,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird,None,2.0,Night,,,,,0.0,Approach,,,,2 to 10,,
5957,2011-06-28,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-135,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
5958,2011-06-28,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5959,2011-06-28,KSCK,STOCKTON METRO,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5960,2011-06-28,KONT,ONTARIO INTL ARPT,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
5961,2011-06-28,KONT,ONTARIO INTL ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5962,2011-06-28,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5963,2011-06-28,KVNY,VAN NUYS ARPT,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
5964,2011-06-28,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Red-tailed hawk,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,1,1,Medium,
5965,2011-06-27,KOAK,METRO OAKLAND INTL,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5966,2011-06-27,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5967,2011-06-27,KVNY,VAN NUYS ARPT,C-172,Reciprocating,Striped skunk,None,1.0,Dusk,,,0.0,,0.0,Take-off run,No Cloud,None,,2 to 10,Large,
5968,2011-06-26,KBFL,MEADOWS FIELD ARPT,MOONEY M20,,Unknown bird - small,None,1.0,Day,,,1000.0,95.0,3.0,Approach,No Cloud,None,,1,Small,N
5969,2011-06-26,KFAT,FRESNO YOSEMITE INTL,CRJ100/200,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,130.0,,Approach,No Cloud,None,1,1,Small,N
5970,2011-06-26,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,140.0,0.0,Approach,No Cloud,None,,2 to 10,Small,Y
5971,2011-06-26,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5972,2011-06-26,KLAX,LOS ANGELES INTL,UNKNOWN,,Mallard,,,,,,,,0.0,,,,,1,Medium,
5973,2011-06-26,KONT,ONTARIO INTL ARPT,UNKNOWN,,Unknown bird,,,,,,,,0.0,,,,,1,,
5974,2011-06-25,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5975,2011-06-25,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,DHC8 DASH 8,Turboprop,Unknown bird,None,2.0,Night,,,100.0,100.0,,Approach,No Cloud,None,1,1,,N
5976,2011-06-25,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Cave swallow,None,2.0,Day,,,100.0,,,Approach,No Cloud,None,,1,Small,
5977,2011-06-24,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,130.0,0.0,Landing Roll,No Cloud,None,1,1,Medium,N
5978,2011-06-24,KVNY,VAN NUYS ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5979,2011-06-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5980,2011-06-23,KONT,ONTARIO INTL ARPT,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5981,2011-06-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5982,2011-06-23,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5983,2011-06-23,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,2 to 10,Small,
5984,2011-06-23,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Unknown bird,None,2.0,,,,0.0,156.0,0.0,Take-off run,,,1,1,,
5985,2011-06-22,KBFL,MEADOWS FIELD ARPT,C-550,Turbofan,Unknown bird,Uncertain,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5986,2011-06-22,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,Swallows,None,2.0,Day,,,50.0,140.0,0.0,Approach,No Cloud,None,1,1,Small,N
5987,2011-06-22,KONT,ONTARIO INTL ARPT,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
5988,2011-06-22,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,Red-tailed hawk,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Some Cloud,None,1,1,Medium,Y
5989,2011-06-21,KONT,ONTARIO INTL ARPT,A-320,Turbofan,Western meadowlark,None,2.0,Day,,,0.0,,0.0,Take-off run,Overcast,Fog,1,1,Small,
5990,2011-06-20,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Red-tailed hawk,Substantial,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Overcast,None,1,1,Medium,N
5991,2011-06-20,KSFO,SAN FRANCISCO INTL ARPT,A-321,Turbofan,Gulls,None,2.0,Night,,,1700.0,170.0,5.0,Approach,No Cloud,None,1,1,Medium,
5992,2011-06-20,KONT,ONTARIO INTL ARPT,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,2 to 10,Small,
5993,2011-06-20,KOAK,METRO OAKLAND INTL,PA-28,Reciprocating,Unknown bird - small,Minor,1.0,Day,,,,,,Approach,No Cloud,None,1,1,Small,N
5994,2011-06-19,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5995,2011-06-19,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,MD-82,Turbofan,Blackbirds,None,2.0,Night,,,100.0,140.0,,Approach,No Cloud,None,1,1,Small,Y
5996,2011-06-19,KSFO,SAN FRANCISCO INTL ARPT,B-737-800,Turbofan,Western meadowlark,None,2.0,Dusk,,,0.0,,0.0,Taxi,,,,1,Small,
5997,2011-06-18,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,160.0,0.0,Climb,No Cloud,None,1,1,Small,Y
5998,2011-06-17,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-700,Turbofan,Unknown bird,,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5999,2011-06-16,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird,,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
6000,2011-06-15,KSBA,SANTA BARBARA MUNICIPAL,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Take-off run,,,1,1,Small,Y
6001,2011-06-15,KMHR,SACRAMENTO MATHER ARPT,T-38,Turbojet,Unknown bird,None,2.0,,,,99.0,,,Take-off run,,,,,,
6002,2011-06-14,KBUR,BOB HOPE ARPT,B-737-800,Turbofan,Unknown bird,None,2.0,Day,,,100.0,,,Approach,,,,1,,
6003,2011-06-14,KBUR,BOB HOPE ARPT,MD-82,Turbofan,Unknown bird - large,None,2.0,Day,,,7000.0,250.0,10.0,Approach,Some Cloud,None,1,1,Large,N
